SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_FAMILY_STATUS,DAYS_EMPLOYED,DAYS_BIRTH,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3
101313,0,Cash loans,F,N,Y,1,202500.0,297000.0,15291.0,297000.0,Married,-9426,-16180,,0.226648660130992,0.5478104658520093
101315,0,Cash loans,F,N,Y,0,99000.0,647046.0,19048.5,463500.0,Widow,-5239,-19940,0.7450771652015407,0.3087554600362292,0.5388627065779676
101319,0,Cash loans,F,N,Y,1,81000.0,203760.0,21748.5,180000.0,Married,-721,-8827,0.3165080970930624,0.6889234121351888,0.3825018041447388
101321,0,Revolving loans,F,Y,Y,0,135000.0,495000.0,24750.0,495000.0,Married,-2199,-17265,0.7229500833717806,0.5522272788985167,0.2881295999178507
101375,0,Cash loans,F,N,N,0,202500.0,854901.0,30838.5,738000.0,Married,-4039,-15532,0.4506407408739503,0.7267051455739335,0.5388627065779676
101377,0,Cash loans,M,N,N,0,135000.0,525735.0,42282.0,450000.0,Single / not married,-1701,-16475,,0.6454485016867121,0.7662336700704004
101390,0,Cash loans,F,N,N,0,67500.0,1084383.0,39078.0,823500.0,Married,-199,-18131,0.8377485167995399,0.3626878842202213,
101406,1,Cash loans,F,N,N,0,87750.0,454500.0,14661.0,454500.0,Single / not married,-2286,-14441,,0.4088230453452523,0.4614823912998385
101411,0,Cash loans,F,N,N,0,112500.0,199008.0,19683.0,180000.0,Married,365243,-18909,,0.667981637336373,0.746300213050371
101419,0,Cash loans,M,Y,N,2,126000.0,425133.0,13018.5,351000.0,Married,365243,-17243,,0.7421794020832672,0.6769925032909132
101436,0,Revolving loans,F,Y,Y,2,112500.0,180000.0,9000.0,180000.0,Married,-1167,-10789,0.4244726488565376,0.474466377495503,
101438,0,Cash loans,F,N,Y,1,112500.0,436032.0,34578.0,360000.0,Married,-1128,-9615,0.2528324250539406,0.4434762887437171,
101494,0,Cash loans,F,N,Y,1,67500.0,906228.0,46399.5,810000.0,Married,-1103,-14321,0.6168178210211221,0.5195415432274064,0.4525335592581747
101529,0,Cash loans,F,N,Y,0,225000.0,1288350.0,37800.0,1125000.0,Married,365243,-20276,,0.5887948945557128,0.0926171713748545
101530,0,Revolving loans,M,N,Y,0,157500.0,180000.0,9000.0,180000.0,Single / not married,-1186,-13581,,0.4847157399418629,0.6347055309763198
101589,0,Cash loans,M,Y,Y,0,140850.0,579195.0,24669.0,468000.0,Married,-3193,-22432,0.5713555235967953,0.1573197078245665,0.1464420666789632
101625,0,Cash loans,F,N,Y,0,180000.0,755190.0,36459.0,675000.0,Married,-759,-14039,,0.0500331738106946,0.4170996682522097
101657,0,Cash loans,F,N,Y,0,225000.0,948582.0,27864.0,679500.0,Married,365243,-20350,,0.7109968265947412,0.6092756673894402
101716,0,Cash loans,F,Y,Y,2,225000.0,314100.0,16573.5,225000.0,Married,-1005,-14894,0.6098812845698369,0.4501243423022507,0.2881295999178507
101726,0,Cash loans,F,N,Y,0,157500.0,943425.0,30433.5,787500.0,Married,-6245,-17805,,0.6413494615064975,
101730,1,Cash loans,F,Y,N,2,90000.0,450000.0,19066.5,450000.0,Married,-2067,-13840,0.4019531374329863,0.4078773502349615,0.1229554179088549
101744,0,Cash loans,M,N,N,0,135000.0,364896.0,20565.0,315000.0,Single / not married,-123,-13159,,0.3120648188346706,
101760,0,Cash loans,F,N,Y,0,112500.0,703728.0,22999.5,607500.0,Married,-4723,-20796,,0.5967286297145571,0.6144143775673561
101842,1,Cash loans,F,N,Y,0,112500.0,1061599.5,31171.5,927000.0,Married,365243,-22025,0.8631210908634317,0.2827741270847781,0.1402431837080297
101848,0,Cash loans,M,Y,Y,1,270000.0,640080.0,24259.5,450000.0,Married,-794,-9988,,0.6009050245449853,0.520897599048938
101853,0,Cash loans,F,N,N,0,247500.0,1223010.0,48631.5,1125000.0,Widow,365243,-20292,0.5842884594636288,0.4813301853389775,0.2822484337007223
101912,0,Cash loans,M,Y,N,0,270000.0,1712727.0,47227.5,1341000.0,Widow,-5387,-16839,,0.2649112705413186,0.5744466170995097
101943,0,Revolving loans,F,N,N,0,130500.0,405000.0,20250.0,405000.0,Married,365243,-20474,,0.6770881303940531,0.6769925032909132
101987,0,Cash loans,F,N,N,0,135000.0,381528.0,25627.5,315000.0,Single / not married,-613,-9270,,0.1872856665011073,0.470456116119975
102027,0,Cash loans,F,N,Y,1,76500.0,130500.0,12843.0,130500.0,Married,-2355,-14495,,0.5824110914412021,
102043,0,Cash loans,F,N,N,0,180000.0,917172.0,29718.0,657000.0,Civil marriage,-4220,-18875,,0.3906132089051349,0.4902575124990026
102061,0,Cash loans,F,N,Y,0,157500.0,314055.0,13437.0,238500.0,Married,365243,-21948,,0.1942151121136184,0.6706517530862718
102078,0,Revolving loans,F,N,Y,0,90000.0,180000.0,9000.0,180000.0,Separated,-1346,-17344,,0.7133948264772254,0.6058362647264226
102093,0,Cash loans,M,Y,Y,0,157500.0,341280.0,24961.5,270000.0,Single / not married,-1174,-11757,,0.6893497138202245,0.7992967832109371
102148,1,Cash loans,F,N,Y,2,99000.0,213948.0,14058.0,189000.0,Separated,-1887,-16096,0.2451107739560525,0.3995549271599128,0.5762088360175724
102157,0,Cash loans,F,Y,Y,0,189000.0,755190.0,38556.0,675000.0,Married,-1340,-16002,0.5080703827503311,0.1029082366098551,0.4974688893052743
102195,0,Revolving loans,F,N,N,0,103500.0,270000.0,13500.0,270000.0,Single / not married,-857,-15888,0.5879766347335327,0.5007781820803229,0.7623356180684377
102204,0,Revolving loans,F,N,N,0,90000.0,270000.0,13500.0,270000.0,Married,-1036,-15378,0.4733482482610311,0.2644005843266457,0.4992720153045617
102215,0,Cash loans,F,N,N,0,112500.0,961609.5,38263.5,859500.0,Married,-3300,-21409,,0.7166831054573073,0.7801436381572275
102224,0,Revolving loans,M,Y,Y,2,270000.0,810000.0,40500.0,810000.0,Married,-4113,-15266,,0.6911544066350059,0.3996756156233169
102234,0,Revolving loans,F,N,Y,0,135000.0,540000.0,27000.0,540000.0,Married,365243,-22668,,0.5780596839795495,0.3360615207658242
102308,0,Cash loans,F,N,N,0,202500.0,555273.0,17023.5,463500.0,Single / not married,-1579,-22791,,0.5642255487266272,0.5513812618027899
102317,0,Cash loans,M,Y,Y,0,360000.0,1006920.0,51412.5,900000.0,Civil marriage,365243,-22308,0.318951252585968,0.6697397756254142,0.2650494299443805
102318,0,Cash loans,M,Y,Y,0,112500.0,158301.0,15552.0,148500.0,Married,-2392,-24695,,0.3057626118257897,
102329,0,Cash loans,M,N,Y,0,225000.0,447768.0,35374.5,405000.0,Married,-692,-9794,,0.7328928326742459,0.3996756156233169
102337,1,Cash loans,F,N,Y,0,49500.0,130824.0,5062.5,103500.0,Separated,365243,-21713,,0.1318356471841191,0.3606125659189888
102373,0,Cash loans,M,Y,Y,2,202500.0,640080.0,29970.0,450000.0,Married,-796,-10505,,0.4037592228178608,0.5406544504453575
102421,0,Cash loans,F,N,Y,0,135000.0,601470.0,30708.0,450000.0,Civil marriage,-707,-13081,0.315098543009422,0.0916474701669446,0.6246146584503397
102467,0,Revolving loans,M,N,Y,0,382500.0,337500.0,16875.0,337500.0,Married,-3896,-23326,0.8448094335901167,0.7206885807545598,0.3774042489507649
102484,0,Cash loans,M,N,Y,0,225000.0,969579.0,54139.5,837000.0,Married,-2910,-23186,,0.6445572361954626,
102492,0,Cash loans,F,N,Y,0,112500.0,314100.0,12091.5,225000.0,Married,-420,-12437,0.6806233871592204,0.7518855451528933,
102547,0,Cash loans,M,N,Y,0,270000.0,891072.0,45625.5,720000.0,Married,-1425,-19017,,0.3699159432149023,0.7091891096653581
102548,0,Cash loans,F,N,Y,0,202500.0,945000.0,52897.5,945000.0,Married,-5830,-15941,0.5126163338457335,0.7175348435637643,0.6413682574954046
102551,0,Cash loans,F,Y,Y,1,135000.0,1395000.0,36927.0,1395000.0,Married,-1441,-15117,,0.219718711827568,0.5460231970049609
102576,0,Cash loans,F,N,N,2,157500.0,450000.0,30573.0,450000.0,Married,-207,-10008,,0.6797406912595289,0.3556387169923543
102591,0,Cash loans,M,N,Y,0,99000.0,315000.0,15318.0,315000.0,Civil marriage,365243,-22600,0.57905749062042,0.1631870354642708,0.7503751495159068
102600,0,Cash loans,F,N,Y,0,315000.0,773680.5,34209.0,679500.0,Single / not married,-9785,-18748,0.7214426448625012,0.5035279726423434,0.7366226976503176
102672,0,Cash loans,F,N,Y,1,180000.0,485640.0,41544.0,450000.0,Separated,-1705,-8480,0.4141955444047142,0.7784602029314369,
102715,1,Cash loans,F,N,Y,1,117000.0,234000.0,10908.0,234000.0,Married,-801,-12265,0.292576016931682,0.058677513267835,0.2238313174701554
102719,0,Cash loans,F,Y,Y,1,112500.0,597339.0,33484.5,553500.0,Married,-3466,-18227,0.6755604114658988,0.6609564127715855,
102742,0,Cash loans,F,Y,Y,0,270000.0,932427.0,59719.5,864000.0,Married,-3098,-14978,0.4664015068723692,0.5021831610023129,0.3001077565791181
102757,0,Cash loans,F,Y,N,0,67500.0,900000.0,29034.0,900000.0,Married,-1037,-11565,0.238012972928767,0.2434878276323948,0.4776491548517548
102771,0,Cash loans,F,Y,N,1,121500.0,816660.0,26473.5,585000.0,Single / not married,-2261,-11493,0.0441246729952975,0.4201102968604811,0.1528662291550415
102778,0,Cash loans,F,N,N,0,67500.0,152820.0,10341.0,135000.0,Married,365243,-21339,0.2493898262270984,0.0571586849664103,
102842,0,Cash loans,M,Y,Y,0,225000.0,508495.5,26091.0,454500.0,Married,-2990,-19293,0.6599124145005714,0.7139578541562436,0.1528662291550415
102846,0,Cash loans,M,N,Y,0,51750.0,203760.0,11695.5,180000.0,Married,365243,-22292,0.6808423971982227,0.1272909350259705,0.722392890081304
102872,0,Cash loans,M,N,Y,2,112500.0,331632.0,35847.0,315000.0,Married,-535,-11982,,0.5016200789605454,0.4974688893052743
102986,0,Cash loans,M,Y,Y,2,175500.0,646389.0,39676.5,558000.0,Married,-429,-14956,,0.0644813043059681,0.7121551551910698
103008,0,Revolving loans,M,N,Y,0,157500.0,495000.0,24750.0,495000.0,Single / not married,-5227,-12653,,0.6972401957118465,0.6430255641096323
103022,0,Cash loans,F,N,Y,1,180000.0,153576.0,10129.5,121500.0,Married,-3331,-15366,,0.2515804711146981,0.5495965024956946
103042,0,Cash loans,F,Y,N,1,126000.0,457119.0,24925.5,342000.0,Married,-1785,-13028,,0.1668477784769829,
103049,0,Cash loans,M,N,Y,1,180000.0,385164.0,19795.5,292500.0,Married,-2468,-16489,,0.5920365037784427,0.4543210601605785
103065,0,Cash loans,F,N,Y,1,112500.0,593010.0,16434.0,495000.0,Married,-1801,-8967,0.2644531666184384,0.7574000163217405,
103073,0,Cash loans,M,Y,Y,0,94500.0,207000.0,7933.5,207000.0,Married,-4371,-20934,0.6750118777998045,0.7334233188036665,0.4992720153045617
103100,0,Cash loans,F,N,N,0,81000.0,814041.0,26257.5,679500.0,Married,-1467,-14165,0.7112503999844827,0.1929997152453824,0.4489622731076524
103103,0,Cash loans,F,N,Y,1,171000.0,343800.0,16852.5,225000.0,Married,-822,-12085,,0.1302494890682854,0.2650494299443805
103105,1,Cash loans,M,Y,N,0,54000.0,436032.0,16564.5,360000.0,Married,365243,-22668,,0.1621921059592286,0.6380435278721609
103117,0,Cash loans,F,N,Y,0,67500.0,283419.0,10813.5,234000.0,Widow,365243,-23759,,0.7475814927522765,
103123,0,Cash loans,M,Y,N,1,90000.0,412942.5,27724.5,373500.0,Single / not married,-453,-16574,,0.6684131318800383,0.41534714488434
103188,0,Cash loans,F,N,Y,0,103500.0,540000.0,21055.5,540000.0,Separated,-9649,-17459,,0.2044531376906796,0.3825018041447388
103208,0,Cash loans,M,Y,Y,0,135000.0,1078200.0,31653.0,900000.0,Separated,-4213,-16109,0.351175737368054,0.019199413180156,
103244,0,Cash loans,F,N,Y,2,83250.0,1442952.0,39681.0,1260000.0,Married,-8964,-15871,,0.6654208427391469,0.190705947811054
103251,0,Cash loans,F,N,Y,0,112500.0,556870.5,20133.0,391500.0,Married,365243,-21624,,0.1501877104359728,
103270,1,Cash loans,M,Y,Y,0,90000.0,225000.0,9661.5,225000.0,Widow,365243,-23923,,0.6213509817220465,
103271,0,Cash loans,F,Y,Y,0,112500.0,314100.0,13437.0,225000.0,Widow,-291,-21420,,0.4014818508223801,0.4223696523543468
103276,0,Revolving loans,M,N,Y,0,189000.0,337500.0,16875.0,540000.0,Married,-1149,-19293,,0.4636674439774502,0.6940926425266661
103278,0,Cash loans,F,Y,Y,0,162000.0,566055.0,16681.5,472500.0,Civil marriage,365243,-22360,,0.5176908368550212,0.3723336657058204
103282,0,Cash loans,F,Y,Y,0,306000.0,630000.0,25114.5,630000.0,Single / not married,-1204,-16274,,0.6615001414631904,0.5082869913916046
103326,0,Cash loans,F,N,Y,0,180000.0,312768.0,15174.0,270000.0,Married,365243,-22403,0.5269350195650384,0.6818885703563672,0.5316861425197883
103329,0,Cash loans,F,N,Y,1,135000.0,170640.0,13612.5,135000.0,Married,-2100,-12005,,0.7549041768791689,0.7898803468924867
103332,0,Cash loans,F,N,Y,0,112500.0,544500.0,31675.5,544500.0,Single / not married,365243,-23323,,0.5814481518240048,0.8297501422395771
103339,0,Cash loans,F,N,Y,0,135000.0,630000.0,18549.0,630000.0,Single / not married,365243,-22011,0.8703243842418501,0.6806064682821197,
103375,0,Cash loans,F,N,N,0,180000.0,922500.0,36715.5,922500.0,Married,365243,-21819,,0.7448150434432234,0.3842068130556564
103393,0,Cash loans,F,N,Y,1,180000.0,825588.0,44113.5,765000.0,Married,-489,-14014,,0.3445074692837451,0.6430255641096323
103403,0,Cash loans,M,Y,N,0,225000.0,775327.5,30879.0,693000.0,Married,-189,-22549,,0.5987897270104809,
103443,0,Cash loans,F,Y,Y,0,180000.0,970380.0,28503.0,810000.0,Married,365243,-23086,,0.6387145466919927,0.7636399214572418
103454,1,Cash loans,F,Y,Y,1,180000.0,157500.0,16960.5,157500.0,Married,-738,-10551,0.2653637524011125,0.0654523265728891,
103500,1,Cash loans,M,Y,Y,0,225000.0,538704.0,26046.0,481500.0,Married,-979,-19411,,0.6667729246303692,0.3392876999089139
103504,0,Cash loans,F,Y,Y,0,56250.0,1288350.0,37800.0,1125000.0,Married,365243,-22449,,0.0776679590685284,
103506,0,Cash loans,M,Y,Y,1,184500.0,512064.0,19431.0,360000.0,Single / not married,-1188,-13769,,0.7591515885273118,
103521,0,Cash loans,F,N,Y,0,90000.0,1215000.0,39195.0,1215000.0,Married,-2065,-14714,0.4558125559776838,0.5238958667725612,0.7623356180684377
103528,0,Cash loans,F,Y,N,1,157500.0,1262583.0,36913.5,1102500.0,Married,-1024,-12635,0.6036151019620177,0.6561376101306043,0.0677939106412593
103546,0,Cash loans,F,Y,Y,0,87750.0,121500.0,12888.0,121500.0,Married,365243,-22822,,0.1379594159923316,
103579,0,Cash loans,M,N,Y,0,315000.0,755190.0,36459.0,675000.0,Single / not married,-3172,-13461,0.470563757199244,0.6265792525878586,0.5726825047161584
103618,0,Cash loans,F,Y,N,0,90000.0,56880.0,3303.0,45000.0,Married,365243,-24032,,0.2381150314415792,0.5919766183185521
103636,0,Cash loans,F,Y,Y,0,675000.0,2085120.0,72607.5,1800000.0,Civil marriage,-8112,-19306,0.7919256347467319,0.7012044743012037,0.7449321846094795
103640,0,Cash loans,F,N,N,0,157500.0,436500.0,28548.0,436500.0,Married,-850,-9155,0.4692206203365379,0.6027914440499174,0.5280927512030451
103706,0,Revolving loans,F,N,Y,2,135000.0,405000.0,20250.0,405000.0,Married,-1471,-14510,0.5255003455174726,0.7087901131089106,
103713,0,Cash loans,F,N,N,1,126000.0,478498.5,50377.5,454500.0,Married,-8097,-16024,0.6563962800502279,0.2002880998338482,0.6413682574954046
103721,0,Cash loans,F,N,Y,0,157500.0,1574266.5,54850.5,1359000.0,Married,-1845,-18637,0.6817349002188261,0.0918880512770459,0.4956658291397297
103742,0,Cash loans,F,Y,Y,3,202500.0,808650.0,23773.5,675000.0,Civil marriage,-4131,-15016,,0.6591900495008605,0.7850520263728172
103756,0,Cash loans,F,N,Y,0,112500.0,417024.0,17797.5,360000.0,Married,-5879,-20062,,0.4137312414655237,0.7700870700124128
103759,1,Cash loans,F,Y,N,1,184500.0,854896.5,43780.5,702000.0,Married,-1641,-13856,0.5083465430313572,0.4214267118943418,0.1342654235549427
103785,0,Cash loans,F,N,N,0,112500.0,704844.0,34038.0,630000.0,Widow,365243,-22965,,0.361172877169777,0.5082869913916046
103791,0,Cash loans,F,N,Y,1,202500.0,988191.0,39321.0,909000.0,Married,-193,-16499,,0.5530436317661158,0.7922644738669378
103804,0,Cash loans,F,Y,N,2,112500.0,1046142.0,30717.0,913500.0,Married,-4781,-12261,0.443187963012684,0.5660742294280295,0.6956219298394389
103809,0,Cash loans,F,N,Y,0,202500.0,208512.0,21496.5,180000.0,Married,365243,-21343,,0.5156539549135831,0.5797274227921155
103821,1,Cash loans,F,N,Y,0,180000.0,792162.0,38241.0,630000.0,Married,-4740,-17714,,0.734089751251357,0.2650494299443805
103873,0,Cash loans,M,Y,Y,0,157500.0,85320.0,5580.0,67500.0,Married,-2461,-24489,,0.7916270740400048,0.4188542886233217
103878,0,Cash loans,F,Y,Y,1,171000.0,1112670.0,44257.5,954000.0,Separated,-270,-14483,,0.034043094126818,0.4848514754962666
103883,0,Cash loans,F,N,Y,0,103500.0,45000.0,4738.5,45000.0,Married,-1569,-17007,,0.7001083157393387,0.4920600938649263
103919,0,Cash loans,M,Y,Y,1,135000.0,270000.0,14265.0,270000.0,Married,-368,-11118,,0.0880763077719282,0.3233112448967859
