SK_ID_CURR,actual_default,pd_raw,pd_calibrated,credit_grade,decision_recommendation,grade_group,is_investment_grade,is_review_grade,is_high_risk,portfolio_percentile,risk_priority_flag,decision_pd_threshold,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,LGD,EAD,ECL_base,PD_stressed,LGD_stressed,EAD_stressed,ECL_stressed,ECL_uplift,ECL_uplift_pct
309718,0,0.8467004,0.2771567515753632,C,Reject,High Risk,0,0,1,0.9927657206455203,Immediate Review,Reject,942300.0,36643.5,675000.0,,942300.0,,0.7999772072268748,,1036530.0000000001,,,
268561,0,0.8446068,0.2755884308956207,C,Reject,High Risk,0,0,1,0.9924874791318865,Immediate Review,Reject,212427.0,11650.5,144000.0,,212427.0,,0.7954504519149971,,233669.7,,,
284819,0,0.83814114,0.2707797416108537,C,Reject,High Risk,0,0,1,0.9922092376182526,Immediate Review,Reject,521451.0,31815.0,396000.0,,521451.0,,0.781570790667042,,573596.1000000001,,,
312920,0,0.83746517,0.2702800571605695,C,Reject,High Risk,0,0,1,0.9919309961046188,Immediate Review,Reject,495000.0,19309.5,495000.0,,495000.0,,0.7801285159659535,,544500.0,,,
364970,1,0.8367286,0.2697362251510619,D,Reject,High Risk,0,0,1,0.991652754590985,Immediate Review,Reject,225000.0,17905.5,225000.0,0.7,225000.0,42483.455461292244,0.7785588150306753,0.8999999999999999,247500.00000000003,173423.97604808293,130940.52058679069,3.082153256250399
330453,0,0.8354851,0.26881972938199294,C,Reject,High Risk,0,0,1,0.9913745130773511,Immediate Review,Reject,270000.0,13500.0,270000.0,,270000.0,,0.7759134682310479,,297000.0,,,
292277,1,0.8352048,0.2686133924609933,D,Reject,High Risk,0,0,1,0.9910962715637173,Immediate Review,Reject,188460.0,12879.0,135000.0,0.7,188460.0,35436.01596023916,0.7753179033282597,0.8999999999999999,207306.00000000003,144655.24794063138,109219.23198039221,3.0821532562503986
133828,0,0.83503985,0.2684920414085383,C,Reject,High Risk,0,0,1,0.9908180300500835,Immediate Review,Reject,247675.5,22846.5,229500.0,,247675.5,,0.7749676391709363,,272443.05000000005,,,
100020,0,0.8324811,0.2666137751831149,C,Reject,High Risk,0,0,1,0.9905397885364496,Immediate Review,Reject,509602.5,26149.5,387000.0,,509602.5,,0.7695462660277524,,560562.75,,,
329930,1,0.8321582,0.26637736109161886,D,Reject,High Risk,0,0,1,0.9902615470228158,Immediate Review,Reject,381528.0,18684.0,315000.0,0.7,381528.0,71141.29527579421,0.7688638872526041,0.8999999999999999,419680.80000000005,290409.67016395443,219268.3748881602,3.082153256250398
269465,1,0.8320672,0.266310742370284,D,Reject,High Risk,0,0,1,0.989983305509182,Immediate Review,Reject,545040.0,26640.0,450000.0,0.7,545040.0,101605.00491504972,0.7686716009080011,0.8999999999999999,599544.0,414767.2016653079,313162.1967502582,3.082153256250398
352160,0,0.8305055,0.26516932099964036,C,Reject,High Risk,0,0,1,0.9897050639955481,Immediate Review,Reject,392427.0,31135.5,324000.0,,392427.0,,0.7653770353772448,,431669.7,,,
321933,0,0.8296485,0.26454428761762244,C,Reject,High Risk,0,0,1,0.9894268224819143,Immediate Review,Reject,781920.0,42417.0,675000.0,,781920.0,,0.7635729571560642,,860112.0000000001,,,
107107,0,0.8284641,0.26368201953716863,C,Reject,High Risk,0,0,1,0.9891485809682805,Immediate Review,Reject,450000.0,11871.0,450000.0,,450000.0,,0.7610841315836706,,495000.00000000006,,,
150291,1,0.8269223,0.2625622715848206,D,Reject,High Risk,0,0,1,0.9888703394546466,Immediate Review,Reject,436032.0,21339.0,360000.0,0.7,436032.0,80139.88668257074,0.757852123578721,0.8999999999999999,479635.2,327143.2993767941,247003.41269422334,3.0821532562503986
341245,1,0.8243459,0.26069796596631467,D,Reject,High Risk,0,0,1,0.9885920979410128,Immediate Review,Reject,1185120.0,42696.0,900000.0,0.7,1185120.0,216270.86139819917,0.7524710459263363,0.8999999999999999,1303632.0,882850.8010887373,666579.9396905382,3.0821532562503986
212434,0,0.8243256,0.26068333569487717,C,Reject,High Risk,0,0,1,0.988313856427379,Immediate Review,Reject,272520.0,21658.5,225000.0,,272520.0,,0.752428817535294,,299772.0,,,
452710,1,0.82227916,0.25920867579320794,D,Reject,High Risk,0,0,1,0.9880356149137451,Immediate Review,Reject,161730.0,10939.5,135000.0,0.7,161730.0,29345.27339522486,0.7481724019760791,0.8999999999999999,177903.0,119791.90334587537,90446.6299506505,3.082153256250399
396784,0,0.82201755,0.25902055780849603,C,Reject,High Risk,0,0,1,0.9877573734001113,Immediate Review,Reject,675000.0,19867.5,675000.0,,675000.0,,0.7476294236824471,,742500.0000000001,,,
346101,0,0.82048345,0.25791918378759254,C,Reject,High Risk,0,0,1,0.9874791318864775,Immediate Review,Reject,495000.0,23944.5,495000.0,,495000.0,,0.7444504496601779,,544500.0,,,
228927,0,0.8196418,0.2573162637893976,C,Reject,High Risk,0,0,1,0.9872008903728436,Immediate Review,Reject,1006920.0,51543.0,900000.0,,1006920.0,,0.7427101988685385,,1107612.0,,,
135603,1,0.818865,0.25676057648355305,D,Reject,High Risk,0,0,1,0.9869226488592098,Immediate Review,Reject,545040.0,26509.5,450000.0,0.7,545040.0,97961.34922461702,0.7411062791498444,0.8999999999999999,599544.0,399893.2407239529,301931.8914993359,3.0821532562503995
189821,0,0.81838256,0.2564158686784154,C,Reject,High Risk,0,0,1,0.986644407345576,Immediate Review,Reject,254700.0,20250.0,225000.0,,254700.0,,0.7401113245413209,,280170.0,,,
331070,1,0.81828696,0.2563475934281854,D,Reject,High Risk,0,0,1,0.9863661658319421,Immediate Review,Reject,45000.0,4905.0,45000.0,0.7,45000.0,8074.9491929878395,0.739914256839772,0.8999999999999999,49500.00000000001,32963.180142211844,24888.230949224006,3.0821532562503995
389242,0,0.8181152,0.2562249492539622,C,Reject,High Risk,0,0,1,0.9860879243183083,Immediate Review,Reject,544068.0,26590.5,382500.0,,544068.0,,0.7395602602532914,,598474.8,,,
246187,0,0.8171927,0.25556698014148743,C,Reject,High Risk,0,0,1,0.9858096828046744,Immediate Review,Reject,1054773.0,34987.5,945000.0,,1054773.0,,0.7376611172952098,,1160250.3,,,
405129,1,0.8167387,0.255243611022416,D,Reject,High Risk,0,0,1,0.9855314412910406,Immediate Review,Reject,225000.0,21582.0,225000.0,0.7,225000.0,40200.86873603052,0.7367277540510969,0.8999999999999999,247500.00000000003,164106.10721488183,123905.23847885132,3.0821532562503986
373502,0,0.8160765,0.2547723720717689,C,Reject,High Risk,0,0,1,0.9852531997774068,Immediate Review,Reject,595912.5,44685.0,562500.0,,595912.5,,0.735367583614936,,655503.75,,,
352173,1,0.81492686,0.2539556181496439,D,Reject,High Risk,0,0,1,0.9849749582637729,Immediate Review,Reject,315000.0,14004.0,315000.0,0.7,315000.0,55997.21380199648,0.7330101287887436,0.8999999999999999,346500.0,228589.20866276967,172591.9948607732,3.0821532562503986
371316,0,0.81434256,0.253541170843086,C,Reject,High Risk,0,0,1,0.9846967167501391,Immediate Review,Reject,454500.0,30501.0,454500.0,,454500.0,,0.7318138801065145,,499950.00000000006,,,
275086,0,0.8142399,0.25346841495345834,C,Reject,High Risk,0,0,1,0.9844184752365053,Immediate Review,Reject,260640.0,20169.0,225000.0,,260640.0,,0.7316038796173949,,286704.0,,,
255092,0,0.81298745,0.2525817100721354,C,Reject,High Risk,0,0,1,0.9841402337228714,Immediate Review,Reject,1154565.0,38286.0,945000.0,,1154565.0,,0.7290445203719023,,1270021.5,,,
418329,0,0.8127389,0.25240598916858564,C,Reject,High Risk,0,0,1,0.9838619922092376,Immediate Review,Reject,312768.0,17095.5,270000.0,,312768.0,,0.7285373246536881,,344044.80000000005,,,
402884,1,0.8116739,0.2516539613670087,D,Reject,High Risk,0,0,1,0.9835837506956038,Immediate Review,Reject,225000.0,20637.0,225000.0,0.7,225000.0,39635.49891530387,0.7263666934240934,0.8999999999999999,247500.00000000003,161798.18096021682,122162.68204491294,3.082153256250398
295148,0,0.81063217,0.25091983007826835,C,Reject,High Risk,0,0,1,0.9833055091819699,Immediate Review,Reject,291384.0,23490.0,270000.0,,291384.0,,0.7242477181699595,,320522.4,,,
381818,1,0.8100733,0.2505265733593469,D,Reject,High Risk,0,0,1,0.9830272676683361,Immediate Review,Reject,916470.0,32598.0,765000.0,0.7,916470.0,160720.06208064847,0.72311263338513,0.8999999999999999,1008117.0000000001,656083.9247672855,495363.862686637,3.082153256250399
143347,0,0.8090759,0.24982572105165063,C,Reject,High Risk,0,0,1,0.9827490261547023,Immediate Review,Reject,675000.0,49248.0,675000.0,,675000.0,,0.7210897136164339,,742500.0000000001,,,
295896,0,0.80632544,0.24789986412139414,C,Reject,High Risk,0,0,1,0.9824707846410684,Immediate Review,Reject,738108.0,53842.5,630000.0,,738108.0,,0.7155309760434609,,811918.8,,,
225042,0,0.8059378,0.24762926367228705,C,Reject,High Risk,0,0,1,0.9821925431274346,Immediate Review,Reject,728460.0,44694.0,675000.0,,728460.0,,0.7147499227574753,,801306.0000000001,,,
238875,0,0.8050326,0.24699807997303186,C,Reject,High Risk,0,0,1,0.9819143016138008,Immediate Review,Reject,735579.0,40032.0,585000.0,,735579.0,,0.7129280924390463,,809136.9,,,
335919,0,0.80487454,0.2468879717062071,C,Reject,High Risk,0,0,1,0.9816360601001669,Immediate Review,Reject,562500.0,21924.0,562500.0,,562500.0,,0.7126102791320048,,618750.0,,,
294938,0,0.8047275,0.2467855740716431,C,Reject,High Risk,0,0,1,0.9813578185865331,Immediate Review,Reject,521280.0,23089.5,450000.0,,521280.0,,0.7123147215702296,,573408.0,,,
260619,0,0.8041207,0.24636333547445943,C,Reject,High Risk,0,0,1,0.9810795770728993,Immediate Review,Reject,835380.0,40320.0,675000.0,,835380.0,,0.7110959843327694,,918918.0000000001,,,
388028,1,0.802249,0.24506393253634107,D,Reject,High Risk,0,0,1,0.9808013355592654,Immediate Review,Reject,254700.0,20119.5,225000.0,0.7,254700.0,43692.44853190424,0.7073454253888151,0.8999999999999999,280170.0,178359.27104806586,134666.8225161616,3.082153256250398
194172,1,0.8003869,0.2437757927858248,D,Reject,High Risk,0,0,1,0.9805230940456316,Immediate Review,Reject,339241.5,16627.5,238500.0,0.7,339241.5,57889.20592584667,0.703627376182802,0.8999999999999999,373165.65,236312.61047194485,178423.40454609817,3.0821532562503986
221759,0,0.7998889,0.2434320751871155,C,Reject,High Risk,0,0,1,0.9802448525319978,Immediate Review,Reject,523597.5,25317.0,468000.0,,523597.5,,0.7026352796773866,,575957.25,,,
319320,0,0.7973684,0.24169747068483535,C,Reject,High Risk,0,0,1,0.9799666110183639,Immediate Review,Reject,254700.0,27153.0,225000.0,,254700.0,,0.6976285675641516,,280170.0,,,
275889,1,0.796498,0.24110041816794578,D,Reject,High Risk,0,0,1,0.9796883695047301,Immediate Review,Reject,675000.0,32602.5,675000.0,0.7,675000.0,113919.94758435436,0.6959052525003322,0.8999999999999999,742500.0000000001,465038.684983347,351118.73739899264,3.0821532562503995
258658,0,0.7960529,0.24079547362622888,C,Reject,High Risk,0,0,1,0.9794101279910963,Immediate Review,Reject,254700.0,17149.5,225000.0,,254700.0,,0.6950250694217849,,280170.0,,,
345400,0,0.79603446,0.24078286175194452,C,Reject,High Risk,0,0,1,0.9791318864774624,Immediate Review,Reject,1223010.0,48631.5,1125000.0,,1223010.0,,0.6949886668737302,,1345311.0,,,
226092,0,0.7959552,0.24072858278200812,C,Reject,High Risk,0,0,1,0.9788536449638287,Immediate Review,Reject,270000.0,16209.0,270000.0,,270000.0,,0.6948319976295785,,297000.0,,,
170272,1,0.7958419,0.24065101509439651,D,Reject,High Risk,0,0,1,0.9785754034501948,Immediate Review,Reject,225000.0,10944.0,225000.0,0.7,225000.0,37902.53487736745,0.6946081085063517,0.8999999999999999,247500.00000000003,154723.95616978983,116821.42129242238,3.0821532562503986
346941,0,0.7957601,0.24059504313193805,C,Reject,High Risk,0,0,1,0.9782971619365609,Immediate Review,Reject,292500.0,13014.0,292500.0,,292500.0,,0.6944465526576992,,321750.0,,,
160449,1,0.79567635,0.24053773412302756,D,Reject,High Risk,0,0,1,0.9780189204229272,Immediate Review,Reject,657702.0,21343.5,549000.0,0.7,657702.0,110741.50416572843,0.6942811375969563,0.8999999999999999,723472.2000000001,452063.7918321954,341322.287666467,3.082153256250399
230242,0,0.7953105,0.24028747861162175,C,Reject,High Risk,0,0,1,0.9777406789092933,Immediate Review,Reject,454500.0,17608.5,454500.0,,454500.0,,0.69355880734893,,499950.00000000006,,,
424945,0,0.79473484,0.23989406795013193,C,Reject,High Risk,0,0,1,0.9774624373956594,Immediate Review,Reject,276277.5,21955.5,238500.0,,276277.5,,0.6924232782287372,,303905.25,,,
223651,0,0.79414165,0.23948914284056966,C,Reject,High Risk,0,0,1,0.9771841958820257,Immediate Review,Reject,450000.0,53406.0,450000.0,,450000.0,,0.6912545141396704,,495000.00000000006,,,
390599,0,0.79381466,0.239266129801768,C,Reject,High Risk,0,0,1,0.9769059543683918,Immediate Review,Reject,302206.5,15952.5,229500.0,,302206.5,,0.6906108157742449,,332427.15,,,
294472,0,0.7936187,0.2391325365683376,C,Reject,High Risk,0,0,1,0.9766277128547579,Immediate Review,Reject,71316.0,7182.0,63000.0,,71316.0,,0.6902252161409089,,78447.6,,,
270225,1,0.7932108,0.23885466577845274,D,Reject,High Risk,0,0,1,0.976349471341124,Immediate Review,Reject,237024.0,18855.0,180000.0,0.7,237024.0,39630.001811030386,0.6894231779542203,0.8999999999999999,260726.40000000002,161775.7409381069,122145.73912707652,3.082153256250399
360086,0,0.7931193,0.23879236511955373,C,Reject,High Risk,0,0,1,0.9760712298274903,Immediate Review,Reject,254700.0,17149.5,225000.0,,254700.0,,0.6892433551397619,,280170.0,,,
107606,1,0.7928204,0.2385889003231869,D,Reject,High Risk,0,0,1,0.9757929883138564,Immediate Review,Reject,269550.0,21739.5,225000.0,0.7,269550.0,45018.146657480516,0.6886560802541913,0.8999999999999999,296505.0,183770.9739681921,138752.82731071158,3.082153256250399
293906,1,0.79266006,0.23847981273512098,D,Reject,High Risk,0,0,1,0.9755147468002225,Immediate Review,Reject,432661.5,29398.5,373500.0,0.7,432661.5,72226.72344838758,0.6883412130047086,0.8999999999999999,475927.65,294840.55431313236,222613.83086474478,3.0821532562503986
440828,1,0.7925556,0.23840874175324386,D,Reject,High Risk,0,0,1,0.9752365052865888,Immediate Review,Reject,284400.0,19134.0,225000.0,0.7,284400.0,47462.41230823579,0.6881360757844397,0.8999999999999999,312840.0,193748.8409535637,146286.4286453279,3.0821532562503977
222990,0,0.79141796,0.23763588970760688,C,Reject,High Risk,0,0,1,0.9749582637729549,Immediate Review,Reject,419679.0,33286.5,346500.0,,419679.0,,0.6859053380609168,,461646.9,,,
281264,0,0.79099524,0.2373491521755188,C,Reject,High Risk,0,0,1,0.974680022259321,Immediate Review,Reject,463284.0,17595.0,382500.0,,463284.0,,0.6850777071667634,,509612.4,,,
282892,0,0.790635,0.2371049746173762,C,Reject,High Risk,0,0,1,0.9744017807456873,Immediate Review,Reject,814041.0,23800.5,679500.0,,814041.0,,0.6843729201467104,,895445.1000000001,,,
107968,1,0.7902632,0.23685314107353966,D,Reject,High Risk,0,0,1,0.9741235392320534,Immediate Review,Reject,337500.0,12852.0,337500.0,0.7,337500.0,55956.55457862374,0.683646035111656,0.8999999999999999,371250.00000000006,228423.23148168207,172466.67690305834,3.082153256250399
145122,1,0.7892828,0.23619000566946413,D,Reject,High Risk,0,0,1,0.9738452977184195,Immediate Review,Reject,545040.0,26640.0,450000.0,0.7,545040.0,90113.1004830593,0.6817319803193759,0.8999999999999999,599544.0,367855.48656773986,277742.38608468056,3.082153256250398
296983,0,0.7892611,0.23617534476586824,C,Reject,High Risk,0,0,1,0.9735670562047858,Immediate Review,Reject,675000.0,26154.0,675000.0,,675000.0,,0.6816896635125603,,742500.0000000001,,,
249146,0,0.7888774,0.23591618424618613,C,Reject,High Risk,0,0,1,0.9732888146911519,Immediate Review,Reject,675000.0,53460.0,675000.0,,675000.0,,0.6809416301069863,,742500.0000000001,,,
123069,0,0.7888299,0.23588410985210842,C,Reject,High Risk,0,0,1,0.973010573177518,Immediate Review,Reject,152820.0,8901.0,135000.0,,152820.0,,0.6808490515064219,,168102.0,,,
252183,0,0.7883327,0.23554857610442703,C,Reject,High Risk,0,0,1,0.9727323316638843,Immediate Review,Reject,291384.0,23359.5,270000.0,,291384.0,,0.6798805766311941,,320522.4,,,
329914,0,0.7881352,0.23541537135669652,C,Reject,High Risk,0,0,1,0.9724540901502504,Immediate Review,Reject,1257430.5,36765.0,1098000.0,,1257430.5,,0.679496098311712,,1383173.55,,,
180048,0,0.78571105,0.2337849072126356,C,Reject,High Risk,0,0,1,0.9721758486366165,Immediate Review,Reject,254700.0,25191.0,225000.0,,254700.0,,0.6747899739072529,,280170.0,,,
331629,1,0.7849117,0.2332489825011937,D,Reject,High Risk,0,0,1,0.9718976071229828,Immediate Review,Reject,545040.0,26509.5,450000.0,0.7,545040.0,88991.01779571542,0.6732430963677152,0.8999999999999999,599544.0,363274.97307181684,274283.9552761014,3.082153256250398
401414,0,0.78482425,0.23319041076484634,C,Reject,High Risk,0,0,1,0.9716193656093489,Immediate Review,Reject,369720.0,29340.0,292500.0,,369720.0,,0.6730740366071312,,406692.00000000006,,,
133604,0,0.7842393,0.23279883834549803,C,Reject,High Risk,0,0,1,0.971341124095715,Immediate Review,Reject,1078200.0,38331.0,900000.0,,1078200.0,,0.6719438133357267,,1186020.0,,,
365298,0,0.7838559,0.23254245416680666,C,Reject,High Risk,0,0,1,0.9710628825820813,Immediate Review,Reject,450000.0,21888.0,450000.0,,450000.0,,0.6712037934802446,,495000.00000000006,,,
122495,0,0.78361666,0.23238255298306115,C,Reject,High Risk,0,0,1,0.9707846410684474,Immediate Review,Reject,254700.0,20250.0,225000.0,,254700.0,,0.670742259342332,,280170.0,,,
295089,0,0.78353506,0.23232803521219209,C,Reject,High Risk,0,0,1,0.9705063995548135,Immediate Review,Reject,270000.0,13500.0,270000.0,,270000.0,,0.670584900830096,,297000.0,,,
251679,0,0.78292793,0.23192267762400484,C,Reject,High Risk,0,0,1,0.9702281580411798,Immediate Review,Reject,328405.5,28314.0,283500.0,,328405.5,,0.6694148884472727,,361246.05000000005,,,
376001,0,0.7827766,0.23182171359616854,C,Reject,High Risk,0,0,1,0.9699499165275459,Immediate Review,Reject,508495.5,38146.5,454500.0,,508495.5,,0.6691234688063663,,559345.05,,,
398535,0,0.78270024,0.2317707859306664,C,Reject,High Risk,0,0,1,0.969671675013912,Immediate Review,Reject,337923.0,12870.0,279000.0,,337923.0,,0.6689764726701098,,371715.30000000005,,,
240758,1,0.7826688,0.2317498366925743,D,Reject,High Risk,0,0,1,0.9693934335002783,Immediate Review,Reject,268659.0,17950.5,243000.0,0.7,268659.0,43583.175563193225,0.6689160053970334,0.8999999999999999,295524.9,177913.20204302197,134330.02647982875,3.0821532562503977
441850,0,0.78196675,0.2312819444831753,C,Reject,High Risk,0,0,1,0.9691151919866444,Immediate Review,Reject,781920.0,37746.0,675000.0,,781920.0,,0.6675654948977198,,860112.0000000001,,,
178688,0,0.7817167,0.23111546785637896,C,Reject,High Risk,0,0,1,0.9688369504730105,Immediate Review,Reject,1006920.0,40063.5,900000.0,,1006920.0,,0.6670849815917436,,1107612.0,,,
349251,0,0.7810467,0.23066978729346965,C,Reject,High Risk,0,0,1,0.9685587089593768,Immediate Review,Reject,808650.0,23773.5,675000.0,,808650.0,,0.6657985821444816,,889515.0000000001,,,
140619,0,0.78097415,0.23062157207819212,C,Reject,High Risk,0,0,1,0.9682804674457429,Immediate Review,Reject,497520.0,52920.0,450000.0,,497520.0,,0.6656594151458631,,547272.0,,,
189448,0,0.78003347,0.22999695866015324,C,Reject,High Risk,0,0,1,0.968002225932109,Immediate Review,Reject,549882.0,17869.5,459000.0,,549882.0,,0.6638565490965282,,604870.2000000001,,,
207184,0,0.7798057,0.22984591123240453,C,Reject,High Risk,0,0,1,0.9677239844184753,Immediate Review,Reject,273636.0,31000.5,247500.0,,273636.0,,0.6634205701830709,,300999.60000000003,,,
181882,1,0.7792144,0.22945405055056053,D,Reject,High Risk,0,0,1,0.9674457429048414,Immediate Review,Reject,450000.0,22018.5,450000.0,0.7,450000.0,72278.02592342657,0.6622895148791615,0.8999999999999999,495000.00000000006,295049.9788786665,222771.95295523992,3.0821532562503986
139778,1,0.7790232,0.22932744105553615,D,Reject,High Risk,0,0,1,0.9671675013912076,Immediate Review,Reject,991944.0,35271.0,828000.0,0.7,991944.0,159235.9854332749,0.6619240729057574,0.8999999999999999,1091138.4000000001,650025.6964486843,490789.71101540944,3.0821532562503995
215141,0,0.7789711,0.22929295557942736,C,Reject,High Risk,0,0,1,0.9668892598775737,Immediate Review,Reject,135000.0,14539.5,135000.0,,135000.0,,0.6618245350279658,,148500.0,,,
307043,0,0.77883923,0.22920569282666128,C,Reject,High Risk,0,0,1,0.9666110183639399,Immediate Review,Reject,700830.0,27283.5,585000.0,,700830.0,,0.6615726623499382,,770913.0000000001,,,
